"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 20 00:02:58 GMT 2025","Sun Jul 20 00:03:57 GMT 2025","58703","","ui.RegisterTest","","ui.RegisterTest","newUserRegistrationTest","newUserRegistrationTest()",""
"passed","Sat Jul 19 23:51:07 GMT 2025","Sat Jul 19 23:51:20 GMT 2025","13066","","api.CartTest","","api.CartTest","getTotalOrderPriceWithDiscountTest","getTotalOrderPriceWithDiscountTest()",""
"passed","Sat Jul 19 23:51:22 GMT 2025","Sat Jul 19 23:51:23 GMT 2025","1008","","api.CartTest","","api.CartTest","removeAllItemsFromCartTest","removeAllItemsFromCartTest()",""
"passed","Sat Jul 19 23:51:08 GMT 2025","Sat Jul 19 23:52:20 GMT 2025","71556","","ui.CheckoutTest","","ui.CheckoutTest","fillCheckoutDataTest","fillCheckoutDataTest()",""
"passed","Sat Jul 19 23:51:21 GMT 2025","Sat Jul 19 23:51:22 GMT 2025","1186","","api.CartTest","","api.CartTest","getCartItemsCountTest","getCartItemsCountTest()",""
"passed","Sat Jul 19 23:54:24 GMT 2025","Sat Jul 19 23:56:24 GMT 2025","119514","","ui.CheckoutTest","","ui.CheckoutTest","removeItemTest","removeItemTest()",""
"passed","Sat Jul 19 23:53:16 GMT 2025","Sat Jul 19 23:55:23 GMT 2025","127763","","ui.HomePageTest","","ui.HomePageTest","homePageTest","homePageTest()",""
"passed","Sat Jul 19 23:51:20 GMT 2025","Sat Jul 19 23:51:21 GMT 2025","969","","api.CartTest","","api.CartTest","isShippingFreeTest","isShippingFreeTest()",""
"passed","Sat Jul 19 23:57:29 GMT 2025","Sat Jul 19 23:59:45 GMT 2025","136073","","ui.CartTest","","ui.CartTest","editedCartItemsPriceTest","editedCartItemsPriceTest()",""
"passed","Sat Jul 19 23:51:18 GMT 2025","Sat Jul 19 23:53:11 GMT 2025","112423","","ui.CartTest","","ui.CartTest","addItemToCartViaQuickShopButtonTest","addItemToCartViaQuickShopButtonTest()",""
"passed","Sat Jul 19 23:51:23 GMT 2025","Sat Jul 19 23:51:24 GMT 2025","1056","","api.CartTest","","api.CartTest","editCartItemsTest","editCartItemsTest()",""
"passed","Sat Jul 19 23:59:45 GMT 2025","Sun Jul 20 00:01:49 GMT 2025","123756","","ui.CartTest","","ui.CartTest","editCartItemQuantityTest","editCartItemQuantityTest()",""
"passed","Sat Jul 19 23:51:24 GMT 2025","Sat Jul 19 23:53:16 GMT 2025","111502","","ui.HomePageTest","","ui.HomePageTest","isCategoriesTextVisibleTest","isCategoriesTextVisibleTest()",""
"passed","Sun Jul 20 00:00:46 GMT 2025","Sun Jul 20 00:02:58 GMT 2025","132925","","ui.CheckoutTest","","ui.CheckoutTest","checkOneQuantityItemTest","checkOneQuantityItemTest()",""
"passed","Sat Jul 19 23:52:20 GMT 2025","Sat Jul 19 23:54:24 GMT 2025","123965","","ui.CheckoutTest","","ui.CheckoutTest","checkSeveralQuantityItemPriceTest","checkSeveralQuantityItemPriceTest()",""
"passed","Sat Jul 19 23:58:30 GMT 2025","Sun Jul 20 00:00:45 GMT 2025","135655","","ui.CheckoutTest","","ui.CheckoutTest","checkSeveralQuantityItemTest","checkSeveralQuantityItemTest()",""
"passed","Sat Jul 19 23:56:24 GMT 2025","Sat Jul 19 23:58:30 GMT 2025","126232","","ui.CheckoutTest","","ui.CheckoutTest","checkoutPageTest","checkoutPageTest()",""
"passed","Sat Jul 19 23:51:07 GMT 2025","Sat Jul 19 23:51:16 GMT 2025","9395","","api.TokenTest","","api.TokenTest","getAccessTokenTest","getAccessTokenTest()",""
"passed","Sun Jul 20 00:01:49 GMT 2025","Sun Jul 20 00:03:49 GMT 2025","120264","","ui.CartTest","","ui.CartTest","addItemToCartTest","addItemToCartTest()",""
"passed","Sun Jul 20 00:03:49 GMT 2025","Sun Jul 20 00:04:38 GMT 2025","48394","","ui.CartTest","","ui.CartTest","removeItemFromCartTest","removeItemFromCartTest()",""
"passed","Sat Jul 19 23:55:19 GMT 2025","Sat Jul 19 23:57:29 GMT 2025","129892","","ui.CartTest","","ui.CartTest","orderSummaryTest","orderSummaryTest()",""
"passed","Sat Jul 19 23:53:11 GMT 2025","Sat Jul 19 23:55:19 GMT 2025","128514","","ui.CartTest","","ui.CartTest","counterTest","counterTest()",""
