"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 19 07:19:10 GMT 2025","Sat Jul 19 07:21:36 GMT 2025","145496","","ui.CartTest","","ui.CartTest","editedCartItemsPriceTest","editedCartItemsPriceTest()",""
"passed","Sat Jul 19 07:21:36 GMT 2025","Sat Jul 19 07:23:40 GMT 2025","123992","","ui.CartTest","","ui.CartTest","editCartItemQuantityTest","editCartItemQuantityTest()",""
"passed","Sat Jul 19 07:12:43 GMT 2025","Sat Jul 19 07:12:45 GMT 2025","1451","","api.CartTest","","api.CartTest","getCartItemsCountTest","getCartItemsCountTest()",""
"passed","Sat Jul 19 07:15:53 GMT 2025","Sat Jul 19 07:18:02 GMT 2025","128865","","ui.CheckoutTest","","ui.CheckoutTest","removeItemTest","removeItemTest()",""
"passed","Sat Jul 19 07:16:51 GMT 2025","Sat Jul 19 07:19:10 GMT 2025","139523","","ui.CartTest","","ui.CartTest","orderSummaryTest","orderSummaryTest()",""
"passed","Sat Jul 19 07:12:28 GMT 2025","Sat Jul 19 07:12:38 GMT 2025","9976","","api.TokenTest","","api.TokenTest","getAccessTokenTest","getAccessTokenTest()",""
"passed","Sat Jul 19 07:12:28 GMT 2025","Sat Jul 19 07:12:42 GMT 2025","14225","","api.CartTest","","api.CartTest","getTotalOrderPriceWithDiscountTest","getTotalOrderPriceWithDiscountTest()",""
"passed","Sat Jul 19 07:12:30 GMT 2025","Sat Jul 19 07:13:45 GMT 2025","75769","","ui.CheckoutTest","","ui.CheckoutTest","fillCheckoutDataTest","fillCheckoutDataTest()",""
"passed","Sat Jul 19 07:13:46 GMT 2025","Sat Jul 19 07:15:53 GMT 2025","127574","","ui.CheckoutTest","","ui.CheckoutTest","checkSeveralQuantityItemPriceTest","checkSeveralQuantityItemPriceTest()",""
"passed","Sat Jul 19 07:12:42 GMT 2025","Sat Jul 19 07:12:43 GMT 2025","1124","","api.CartTest","","api.CartTest","isShippingFreeTest","isShippingFreeTest()",""
"passed","Sat Jul 19 07:14:42 GMT 2025","Sat Jul 19 07:16:55 GMT 2025","132801","","ui.HomePageTest","","ui.HomePageTest","homePageTest","homePageTest()",""
"passed","Sat Jul 19 07:22:37 GMT 2025","Sat Jul 19 07:24:54 GMT 2025","137784","","ui.CheckoutTest","","ui.CheckoutTest","checkOneQuantityItemTest","checkOneQuantityItemTest()",""
"passed","Sat Jul 19 07:12:47 GMT 2025","Sat Jul 19 07:12:48 GMT 2025","1422","","api.CartTest","","api.CartTest","editCartItemsTest","editCartItemsTest()",""
"passed","Sat Jul 19 07:20:18 GMT 2025","Sat Jul 19 07:22:37 GMT 2025","138887","","ui.CheckoutTest","","ui.CheckoutTest","checkSeveralQuantityItemTest","checkSeveralQuantityItemTest()",""
"passed","Sat Jul 19 07:18:02 GMT 2025","Sat Jul 19 07:20:18 GMT 2025","135719","","ui.CheckoutTest","","ui.CheckoutTest","checkoutPageTest","checkoutPageTest()",""
"passed","Sat Jul 19 07:12:48 GMT 2025","Sat Jul 19 07:14:42 GMT 2025","114459","","ui.HomePageTest","","ui.HomePageTest","isCategoriesTextVisibleTest","isCategoriesTextVisibleTest()",""
"passed","Sat Jul 19 07:24:54 GMT 2025","Sat Jul 19 07:25:56 GMT 2025","61390","","ui.RegisterTest","","ui.RegisterTest","newUserRegistrationTest","newUserRegistrationTest()",""
"passed","Sat Jul 19 07:12:40 GMT 2025","Sat Jul 19 07:14:37 GMT 2025","117121","","ui.CartTest","","ui.CartTest","addItemToCartViaQuickShopButtonTest","addItemToCartViaQuickShopButtonTest()",""
"passed","Sat Jul 19 07:12:45 GMT 2025","Sat Jul 19 07:12:47 GMT 2025","1655","","api.CartTest","","api.CartTest","removeAllItemsFromCartTest","removeAllItemsFromCartTest()",""
"passed","Sat Jul 19 07:14:37 GMT 2025","Sat Jul 19 07:16:51 GMT 2025","133387","","ui.CartTest","","ui.CartTest","counterTest","counterTest()",""
"passed","Sat Jul 19 07:23:40 GMT 2025","Sat Jul 19 07:25:47 GMT 2025","127186","","ui.CartTest","","ui.CartTest","addItemToCartTest","addItemToCartTest()",""
"passed","Sat Jul 19 07:25:47 GMT 2025","Sat Jul 19 07:26:58 GMT 2025","70580","","ui.CartTest","","ui.CartTest","removeItemFromCartTest","removeItemFromCartTest()",""
