"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 05 06:25:02 GMT 2025","Sat Jul 05 06:25:03 GMT 2025","609","","api.CartTest","","api.CartTest","testOriginalTotalPriceInCart","testOriginalTotalPriceInCart()",""
"skipped","Sat Jul 05 06:25:03 GMT 2025","Sat Jul 05 06:25:03 GMT 2025","0","","api.TokenTest","","api.TokenTest","testToken","testToken()",""
"passed","Sat Jul 05 06:25:03 GMT 2025","Sat Jul 05 06:25:03 GMT 2025","107","","api.CartTest","","api.CartTest","testItemsPriceWithDiscount","testItemsPriceWithDiscount()",""
"passed","Sat Jul 05 06:25:03 GMT 2025","Sat Jul 05 06:25:03 GMT 2025","359","","api.CartTest","","api.CartTest","removeItemFromCart","removeItemFromCart()",""
"passed","Sat Jul 05 06:25:01 GMT 2025","Sat Jul 05 06:25:02 GMT 2025","782","","api.CartTest","","api.CartTest","addToCartAsGuestTest","addToCartAsGuestTest()",""
"passed","Sat Jul 05 06:25:02 GMT 2025","Sat Jul 05 06:25:02 GMT 2025","192","","api.CartTest","","api.CartTest","getCartItemsCountTest","getCartItemsCountTest()",""
"broken","Sat Jul 05 06:25:03 GMT 2025","Sat Jul 05 06:25:17 GMT 2025","13528","","ui.CartTest","","ui.CartTest","addItemToCartViaQuickShopButton","addItemToCartViaQuickShopButton()",""
