"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 20 22:59:44 GMT 2025","Sun Jul 20 23:00:39 GMT 2025","54771","","ui.CartTest","","ui.CartTest","counterTest","counterTest()",""
"passed","Sun Jul 20 23:01:18 GMT 2025","Sun Jul 20 23:02:14 GMT 2025","56182","","ui.CheckoutTest","","ui.CheckoutTest","checkoutPageTest","checkoutPageTest()",""
"passed","Sun Jul 20 23:04:30 GMT 2025","Sun Jul 20 23:04:58 GMT 2025","27956","","ui.CartTest","","ui.CartTest","removeItemFromCartTest","removeItemFromCartTest()",""
"passed","Sun Jul 20 22:59:13 GMT 2025","Sun Jul 20 22:59:48 GMT 2025","35621","","ui.HomePageTest","","ui.HomePageTest","isCategoriesTextVisibleTest","isCategoriesTextVisibleTest()",""
"passed","Sun Jul 20 23:02:14 GMT 2025","Sun Jul 20 23:03:15 GMT 2025","61221","","ui.CheckoutTest","","ui.CheckoutTest","checkSeveralQuantityItemTest","checkSeveralQuantityItemTest()",""
"passed","Sun Jul 20 22:59:07 GMT 2025","Sun Jul 20 22:59:08 GMT 2025","1198","","api.CartTest","","api.CartTest","isShippingFreeTest","isShippingFreeTest()",""
"passed","Sun Jul 20 22:58:53 GMT 2025","Sun Jul 20 22:59:03 GMT 2025","9814","","api.TokenTest","","api.TokenTest","getAccessTokenTest","getAccessTokenTest()",""
"passed","Sun Jul 20 23:00:39 GMT 2025","Sun Jul 20 23:01:46 GMT 2025","67690","","ui.CartTest","","ui.CartTest","orderSummaryTest","orderSummaryTest()",""
"passed","Sun Jul 20 22:59:29 GMT 2025","Sun Jul 20 23:00:21 GMT 2025","51885","","ui.CheckoutTest","","ui.CheckoutTest","checkSeveralQuantityItemPriceTest","checkSeveralQuantityItemPriceTest()",""
"passed","Sun Jul 20 22:58:55 GMT 2025","Sun Jul 20 22:59:29 GMT 2025","34465","","ui.CheckoutTest","","ui.CheckoutTest","fillCheckoutDataTest","fillCheckoutDataTest()",""
"passed","Sun Jul 20 22:58:53 GMT 2025","Sun Jul 20 22:59:06 GMT 2025","13793","","api.CartTest","","api.CartTest","getTotalOrderPriceWithDiscountTest","getTotalOrderPriceWithDiscountTest()",""
"passed","Sun Jul 20 23:00:21 GMT 2025","Sun Jul 20 23:01:18 GMT 2025","56952","","ui.CheckoutTest","","ui.CheckoutTest","removeItemTest","removeItemTest()",""
"passed","Sun Jul 20 22:59:48 GMT 2025","Sun Jul 20 23:00:43 GMT 2025","54518","","ui.HomePageTest","","ui.HomePageTest","homePageTest","homePageTest()",""
"passed","Sun Jul 20 23:03:15 GMT 2025","Sun Jul 20 23:04:15 GMT 2025","59170","","ui.CheckoutTest","","ui.CheckoutTest","checkOneQuantityItemTest","checkOneQuantityItemTest()",""
"passed","Sun Jul 20 23:03:44 GMT 2025","Sun Jul 20 23:04:30 GMT 2025","46714","","ui.CartTest","","ui.CartTest","addItemToCartTest","addItemToCartTest()",""
"passed","Sun Jul 20 22:59:08 GMT 2025","Sun Jul 20 22:59:10 GMT 2025","1574","","api.CartTest","","api.CartTest","getCartItemsCountTest","getCartItemsCountTest()",""
"passed","Sun Jul 20 23:04:15 GMT 2025","Sun Jul 20 23:04:38 GMT 2025","23457","","ui.RegisterTest","","ui.RegisterTest","newUserRegistrationTest","newUserRegistrationTest()",""
"passed","Sun Jul 20 22:59:05 GMT 2025","Sun Jul 20 22:59:44 GMT 2025","38675","","ui.CartTest","","ui.CartTest","addItemToCartViaQuickShopButtonTest","addItemToCartViaQuickShopButtonTest()",""
"passed","Sun Jul 20 23:02:48 GMT 2025","Sun Jul 20 23:03:44 GMT 2025","55067","","ui.CartTest","","ui.CartTest","editCartItemQuantityTest","editCartItemQuantityTest()",""
"passed","Sun Jul 20 23:01:46 GMT 2025","Sun Jul 20 23:02:48 GMT 2025","62159","","ui.CartTest","","ui.CartTest","editedCartItemsPriceTest","editedCartItemsPriceTest()",""
"passed","Sun Jul 20 22:59:11 GMT 2025","Sun Jul 20 22:59:13 GMT 2025","1351","","api.CartTest","","api.CartTest","editCartItemsTest","editCartItemsTest()",""
"passed","Sun Jul 20 22:59:10 GMT 2025","Sun Jul 20 22:59:11 GMT 2025","1767","","api.CartTest","","api.CartTest","removeAllItemsFromCartTest","removeAllItemsFromCartTest()",""
