"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 16 00:02:08 GMT 2025","Wed Jul 16 00:02:13 GMT 2025","4912","","api.CartTest","","api.CartTest","freeShippingTest","freeShippingTest()",""
"passed","Wed Jul 16 00:26:15 GMT 2025","Wed Jul 16 00:26:23 GMT 2025","7640","","ui.RegisterTest","","ui.RegisterTest","newUserRegistrationTest","newUserRegistrationTest()",""
"broken","Wed Jul 16 00:02:19 GMT 2025","Wed Jul 16 00:04:27 GMT 2025","128468","","ui.CartTest","","ui.CartTest","editCartItemQuantity","editCartItemQuantity()",""
"passed","Wed Jul 16 00:25:38 GMT 2025","Wed Jul 16 00:25:42 GMT 2025","4095","","ui.HomePageTest","","ui.HomePageTest","homePageTest","homePageTest()",""
"broken","Wed Jul 16 00:10:48 GMT 2025","Wed Jul 16 00:12:56 GMT 2025","128020","","ui.CartTest","","ui.CartTest","removeItemFromCartTest","removeItemFromCartTest()",""
"broken","Wed Jul 16 00:21:22 GMT 2025","Wed Jul 16 00:23:30 GMT 2025","127652","","ui.CheckoutTest","","ui.CheckoutTest","checkSeveralQuantityItemTest","checkSeveralQuantityItemTest()",""
"broken","Wed Jul 16 00:17:09 GMT 2025","Wed Jul 16 00:19:16 GMT 2025","126356","","ui.CheckoutTest","","ui.CheckoutTest","removeItemTest","removeItemTest()",""
"passed","Wed Jul 16 00:02:13 GMT 2025","Wed Jul 16 00:02:14 GMT 2025","1140","","api.CartTest","","api.CartTest","totalOrderPriceWithDiscountTest","totalOrderPriceWithDiscountTest()",""
"broken","Wed Jul 16 00:12:56 GMT 2025","Wed Jul 16 00:15:02 GMT 2025","125904","","ui.CartTest","","ui.CartTest","addItemToCart","addItemToCart()",""
"broken","Wed Jul 16 00:25:42 GMT 2025","Wed Jul 16 00:26:15 GMT 2025","33190","","ui.HomePageTest","","ui.HomePageTest","isCategoriesTextVisible","isCategoriesTextVisible()",""
"passed","Wed Jul 16 00:02:14 GMT 2025","Wed Jul 16 00:02:16 GMT 2025","1335","","api.CartTest","","api.CartTest","getCartItemsCountTest","getCartItemsCountTest()",""
"broken","Wed Jul 16 00:23:30 GMT 2025","Wed Jul 16 00:25:38 GMT 2025","127890","","ui.CheckoutTest","","ui.CheckoutTest","checkOneQuantityItemTest","checkOneQuantityItemTest()",""
"broken","Wed Jul 16 00:08:42 GMT 2025","Wed Jul 16 00:10:48 GMT 2025","125539","","ui.CartTest","","ui.CartTest","orderSummaryTest","orderSummaryTest()",""
"broken","Wed Jul 16 00:06:35 GMT 2025","Wed Jul 16 00:08:42 GMT 2025","127408","","ui.CartTest","","ui.CartTest","counterTest","counterTest()",""
"broken","Wed Jul 16 00:04:27 GMT 2025","Wed Jul 16 00:06:35 GMT 2025","127803","","ui.CartTest","","ui.CartTest","addItemToCartViaQuickShopButton","addItemToCartViaQuickShopButton()",""
"passed","Wed Jul 16 00:02:16 GMT 2025","Wed Jul 16 00:02:17 GMT 2025","1640","","api.CartTest","","api.CartTest","removeAllItemsFromCartTest","removeAllItemsFromCartTest()",""
"broken","Wed Jul 16 00:19:16 GMT 2025","Wed Jul 16 00:21:22 GMT 2025","126384","","ui.CheckoutTest","","ui.CheckoutTest","checkoutPageTest","checkoutPageTest()",""
"passed","Wed Jul 16 00:02:17 GMT 2025","Wed Jul 16 00:02:19 GMT 2025","1300","","api.CartTest","","api.CartTest","editCartItemsTest","editCartItemsTest()",""
"broken","Wed Jul 16 00:15:02 GMT 2025","Wed Jul 16 00:17:09 GMT 2025","127690","","ui.CheckoutTest","","ui.CheckoutTest","fillCheckoutDataTest","fillCheckoutDataTest()",""
