"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 11 10:43:47 GMT 2025","Fri Jul 11 10:43:48 GMT 2025","781","","api.CartTest","","api.CartTest","testOriginalTotalPriceInCart","testOriginalTotalPriceInCart()",""
"passed","Fri Jul 11 10:43:48 GMT 2025","Fri Jul 11 10:43:48 GMT 2025","133","","api.CartTest","","api.CartTest","testItemsPriceWithDiscount","testItemsPriceWithDiscount()",""
"passed","Fri Jul 11 10:46:33 GMT 2025","Fri Jul 11 10:47:15 GMT 2025","41829","","ui.CartTest","","ui.CartTest","removeItemFromCartTest","removeItemFromCartTest()",""
"passed","Fri Jul 11 10:43:46 GMT 2025","Fri Jul 11 10:43:47 GMT 2025","986","","api.CartTest","","api.CartTest","addToCartAsGuestTest","addToCartAsGuestTest()",""
"passed","Fri Jul 11 10:43:48 GMT 2025","Fri Jul 11 10:43:49 GMT 2025","296","","api.CartTest","","api.CartTest","removeItemFromCart","removeItemFromCart()",""
"passed","Fri Jul 11 10:43:49 GMT 2025","Fri Jul 11 10:44:42 GMT 2025","52676","","ui.CartTest","","ui.CartTest","editCartItemQuantity","editCartItemQuantity()",""
"passed","Fri Jul 11 10:48:52 GMT 2025","Fri Jul 11 10:49:04 GMT 2025","11587","","ui.RegisterTest","","ui.RegisterTest","newUserRegistrationTest","newUserRegistrationTest()",""
"passed","Fri Jul 11 10:43:47 GMT 2025","Fri Jul 11 10:43:47 GMT 2025","173","","api.CartTest","","api.CartTest","getCartItemsCountTest","getCartItemsCountTest()",""
"passed","Fri Jul 11 10:45:55 GMT 2025","Fri Jul 11 10:46:33 GMT 2025","38066","","ui.CartTest","","ui.CartTest","orderSummaryTest","orderSummaryTest()",""
"passed","Fri Jul 11 10:48:47 GMT 2025","Fri Jul 11 10:48:52 GMT 2025","5871","","ui.HomePageTest","","ui.HomePageTest","homePageTest","homePageTest()",""
"passed","Fri Jul 11 10:45:15 GMT 2025","Fri Jul 11 10:45:55 GMT 2025","40522","","ui.CartTest","","ui.CartTest","counterTest","counterTest()",""
"passed","Fri Jul 11 10:47:51 GMT 2025","Fri Jul 11 10:48:40 GMT 2025","48883","","ui.CheckoutTest","","ui.CheckoutTest","checkoutPageTest","checkoutPageTest()",""
"passed","Fri Jul 11 10:44:42 GMT 2025","Fri Jul 11 10:45:15 GMT 2025","32919","","ui.CartTest","","ui.CartTest","addItemToCartViaQuickShopButton","addItemToCartViaQuickShopButton()",""
"passed","Fri Jul 11 10:47:15 GMT 2025","Fri Jul 11 10:47:51 GMT 2025","35973","","ui.CartTest","","ui.CartTest","addItemToCart","addItemToCart()",""
"passed","Fri Jul 11 10:48:40 GMT 2025","Fri Jul 11 10:48:47 GMT 2025","6497","","ui.HomePageTest","","ui.HomePageTest","isCategoriesListClickable","isCategoriesListClickable()",""
