"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 29 13:37:10 GMT 2025","Sun Jun 29 13:37:11 GMT 2025","567","","api.CartTest","","api.CartTest","testOriginalTotalPriceInCart","testOriginalTotalPriceInCart()",""
"passed","Sun Jun 29 13:37:10 GMT 2025","Sun Jun 29 13:37:10 GMT 2025","172","","api.CartTest","","api.CartTest","getCartItemsCountTest","getCartItemsCountTest()",""
"passed","Sun Jun 29 13:37:11 GMT 2025","Sun Jun 29 13:37:11 GMT 2025","69","","api.CartTest","","api.CartTest","testItemsPriceWithDiscount","testItemsPriceWithDiscount()",""
"passed","Sun Jun 29 13:37:09 GMT 2025","Sun Jun 29 13:37:10 GMT 2025","739","","api.CartTest","","api.CartTest","addToCartAsGuestTest","addToCartAsGuestTest()",""
