"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 06 01:41:06 GMT 2025","Sun Jul 06 01:41:06 GMT 2025","745","","api.CartTest","","api.CartTest","addToCartAsGuestTest","addToCartAsGuestTest()",""
"passed","Sun Jul 06 01:41:06 GMT 2025","Sun Jul 06 01:41:07 GMT 2025","181","","api.CartTest","","api.CartTest","getCartItemsCountTest","getCartItemsCountTest()",""
"passed","Sun Jul 06 01:41:07 GMT 2025","Sun Jul 06 01:41:08 GMT 2025","626","","api.CartTest","","api.CartTest","removeItemFromCart","removeItemFromCart()",""
"passed","Sun Jul 06 01:41:08 GMT 2025","Sun Jul 06 01:41:23 GMT 2025","15024","","ui.CartTest","","ui.CartTest","addItemToCartViaQuickShopButton","addItemToCartViaQuickShopButton()",""
"passed","Sun Jul 06 01:41:07 GMT 2025","Sun Jul 06 01:41:07 GMT 2025","150","","api.CartTest","","api.CartTest","testItemsPriceWithDiscount","testItemsPriceWithDiscount()",""
"passed","Sun Jul 06 01:41:27 GMT 2025","Sun Jul 06 01:41:32 GMT 2025","4969","","ui.CartTest","","ui.CartTest","addSmokeTest","addSmokeTest()",""
"passed","Sun Jul 06 01:41:07 GMT 2025","Sun Jul 06 01:41:07 GMT 2025","525","","api.CartTest","","api.CartTest","testOriginalTotalPriceInCart","testOriginalTotalPriceInCart()",""
"skipped","Sun Jul 06 01:41:08 GMT 2025","Sun Jul 06 01:41:08 GMT 2025","0","","api.TokenTest","","api.TokenTest","testToken","testToken()",""
"passed","Sun Jul 06 01:41:23 GMT 2025","Sun Jul 06 01:41:27 GMT 2025","3989","","ui.CartTest","","ui.CartTest","homePageTest","homePageTest()",""
