"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 18 02:39:48 GMT 2025","Fri Jul 18 02:40:47 GMT 2025","58834","","ui.CartTest","","ui.CartTest","removeItemFromCartTest","removeItemFromCartTest()",""
"passed","Fri Jul 18 02:43:52 GMT 2025","Fri Jul 18 02:44:52 GMT 2025","60056","","ui.CheckoutTest","","ui.CheckoutTest","checkoutPageTest","checkoutPageTest()",""
"passed","Fri Jul 18 02:46:49 GMT 2025","Fri Jul 18 02:46:54 GMT 2025","4474","","ui.HomePageTest","","ui.HomePageTest","isCategoriesTextVisibleTest","isCategoriesTextVisibleTest()",""
"passed","Fri Jul 18 02:40:47 GMT 2025","Fri Jul 18 02:41:51 GMT 2025","63530","","ui.CheckoutTest","","ui.CheckoutTest","fillCheckoutDataTest","fillCheckoutDataTest()",""
"passed","Fri Jul 18 02:34:07 GMT 2025","Fri Jul 18 02:34:09 GMT 2025","1018","","api.CartTest","","api.CartTest","editCartItemsTest","editCartItemsTest()",""
"passed","Fri Jul 18 02:35:56 GMT 2025","Fri Jul 18 02:36:53 GMT 2025","56594","","ui.CartTest","","ui.CartTest","orderSummaryTest","orderSummaryTest()",""
"passed","Fri Jul 18 02:34:09 GMT 2025","Fri Jul 18 02:35:00 GMT 2025","51811","","ui.CartTest","","ui.CartTest","addItemToCartViaQuickShopButtonTest","addItemToCartViaQuickShopButtonTest()",""
"passed","Fri Jul 18 02:46:54 GMT 2025","Fri Jul 18 02:46:58 GMT 2025","4139","","ui.HomePageTest","","ui.HomePageTest","homePageTest","homePageTest()",""
"passed","Fri Jul 18 02:44:52 GMT 2025","Fri Jul 18 02:45:50 GMT 2025","58774","","ui.CheckoutTest","","ui.CheckoutTest","checkSeveralQuantityItemTest","checkSeveralQuantityItemTest()",""
"passed","Fri Jul 18 02:41:51 GMT 2025","Fri Jul 18 02:42:50 GMT 2025","59117","","ui.CheckoutTest","","ui.CheckoutTest","checkSeveralQuantityItemPriceTest","checkSeveralQuantityItemPriceTest()",""
"passed","Fri Jul 18 02:37:55 GMT 2025","Fri Jul 18 02:38:57 GMT 2025","61857","","ui.CartTest","","ui.CartTest","editCartItemQuantityTest","editCartItemQuantityTest()",""
"passed","Fri Jul 18 02:36:53 GMT 2025","Fri Jul 18 02:37:55 GMT 2025","62017","","ui.CartTest","","ui.CartTest","editedCartItemsPriceTest","editedCartItemsPriceTest()",""
"passed","Fri Jul 18 02:34:06 GMT 2025","Fri Jul 18 02:34:07 GMT 2025","1248","","api.CartTest","","api.CartTest","removeAllItemsFromCartTest","removeAllItemsFromCartTest()",""
"passed","Fri Jul 18 02:34:04 GMT 2025","Fri Jul 18 02:34:05 GMT 2025","770","","api.CartTest","","api.CartTest","isShippingFreeTest","isShippingFreeTest()",""
"passed","Fri Jul 18 02:42:50 GMT 2025","Fri Jul 18 02:43:52 GMT 2025","61760","","ui.CheckoutTest","","ui.CheckoutTest","removeItemTest","removeItemTest()",""
"passed","Fri Jul 18 02:46:58 GMT 2025","Fri Jul 18 02:47:06 GMT 2025","7899","","ui.RegisterTest","","ui.RegisterTest","newUserRegistrationTest","newUserRegistrationTest()",""
"passed","Fri Jul 18 02:38:57 GMT 2025","Fri Jul 18 02:39:48 GMT 2025","51509","","ui.CartTest","","ui.CartTest","addItemToCartTest","addItemToCartTest()",""
"passed","Fri Jul 18 02:45:50 GMT 2025","Fri Jul 18 02:46:49 GMT 2025","58877","","ui.CheckoutTest","","ui.CheckoutTest","checkOneQuantityItemTest","checkOneQuantityItemTest()",""
"passed","Fri Jul 18 02:33:59 GMT 2025","Fri Jul 18 02:34:04 GMT 2025","4928","","api.CartTest","","api.CartTest","getTotalOrderPriceWithDiscountTest","getTotalOrderPriceWithDiscountTest()",""
"passed","Fri Jul 18 02:34:05 GMT 2025","Fri Jul 18 02:34:06 GMT 2025","1039","","api.CartTest","","api.CartTest","getCartItemsCountTest","getCartItemsCountTest()",""
"passed","Fri Jul 18 02:35:00 GMT 2025","Fri Jul 18 02:35:56 GMT 2025","55983","","ui.CartTest","","ui.CartTest","counterTest","counterTest()",""
