"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 11 08:45:22 GMT 2025","Fri Jul 11 08:46:06 GMT 2025","44111","","ui.CheckoutTest","","ui.CheckoutTest","checkoutPageTest","checkoutPageTest()",""
"passed","Fri Jul 11 08:41:19 GMT 2025","Fri Jul 11 08:41:20 GMT 2025","524","","api.CartTest","","api.CartTest","testOriginalTotalPriceInCart","testOriginalTotalPriceInCart()",""
"passed","Fri Jul 11 08:43:24 GMT 2025","Fri Jul 11 08:44:03 GMT 2025","38866","","ui.CartTest","","ui.CartTest","orderSummaryTest","orderSummaryTest()",""
"passed","Fri Jul 11 08:41:20 GMT 2025","Fri Jul 11 08:41:20 GMT 2025","254","","api.CartTest","","api.CartTest","removeItemFromCart","removeItemFromCart()",""
"passed","Fri Jul 11 08:42:10 GMT 2025","Fri Jul 11 08:42:44 GMT 2025","33792","","ui.CartTest","","ui.CartTest","addItemToCartViaQuickShopButton","addItemToCartViaQuickShopButton()",""
"passed","Fri Jul 11 08:42:44 GMT 2025","Fri Jul 11 08:43:24 GMT 2025","40716","","ui.CartTest","","ui.CartTest","counterTest","counterTest()",""
"passed","Fri Jul 11 08:46:19 GMT 2025","Fri Jul 11 08:46:31 GMT 2025","11956","","ui.RegisterTest","","ui.RegisterTest","newUserRegistrationTest","newUserRegistrationTest()",""
"passed","Fri Jul 11 08:41:20 GMT 2025","Fri Jul 11 08:42:10 GMT 2025","49661","","ui.CartTest","","ui.CartTest","editCartItemQuantity","editCartItemQuantity()",""
"passed","Fri Jul 11 08:41:18 GMT 2025","Fri Jul 11 08:41:19 GMT 2025","951","","api.CartTest","","api.CartTest","addToCartAsGuestTest","addToCartAsGuestTest()",""
"passed","Fri Jul 11 08:41:19 GMT 2025","Fri Jul 11 08:41:19 GMT 2025","152","","api.CartTest","","api.CartTest","getCartItemsCountTest","getCartItemsCountTest()",""
"passed","Fri Jul 11 08:41:20 GMT 2025","Fri Jul 11 08:41:20 GMT 2025","87","","api.CartTest","","api.CartTest","testItemsPriceWithDiscount","testItemsPriceWithDiscount()",""
"passed","Fri Jul 11 08:44:46 GMT 2025","Fri Jul 11 08:45:22 GMT 2025","35724","","ui.CartTest","","ui.CartTest","addItemToCart","addItemToCart()",""
"passed","Fri Jul 11 08:46:06 GMT 2025","Fri Jul 11 08:46:13 GMT 2025","6714","","ui.HomePageTest","","ui.HomePageTest","isCategoriesListClickable","isCategoriesListClickable()",""
"passed","Fri Jul 11 08:44:03 GMT 2025","Fri Jul 11 08:44:46 GMT 2025","42755","","ui.CartTest","","ui.CartTest","removeItemFromCartTest","removeItemFromCartTest()",""
"passed","Fri Jul 11 08:46:13 GMT 2025","Fri Jul 11 08:46:19 GMT 2025","6228","","ui.HomePageTest","","ui.HomePageTest","homePageTest","homePageTest()",""
