"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 09 09:56:49 GMT 2025","Wed Jul 09 09:57:18 GMT 2025","28639","","ui.CartTest","","ui.CartTest","counterTest","counterTest()",""
"skipped","Wed Jul 09 09:56:26 GMT 2025","Wed Jul 09 09:56:26 GMT 2025","0","","api.CartTest","","api.CartTest","removeItemFromCart","removeItemFromCart()",""
"passed","Wed Jul 09 09:56:25 GMT 2025","Wed Jul 09 09:56:26 GMT 2025","784","","api.CartTest","","api.CartTest","testOriginalTotalPriceInCart","testOriginalTotalPriceInCart()",""
"skipped","Wed Jul 09 09:56:26 GMT 2025","Wed Jul 09 09:56:26 GMT 2025","0","","api.TokenTest","","api.TokenTest","testToken","testToken()",""
"passed","Wed Jul 09 09:56:25 GMT 2025","Wed Jul 09 09:56:25 GMT 2025","168","","api.CartTest","","api.CartTest","getCartItemsCountTest","getCartItemsCountTest()",""
"passed","Wed Jul 09 09:58:15 GMT 2025","Wed Jul 09 09:58:58 GMT 2025","42457","","ui.CheckoutTest","","ui.CheckoutTest","checkoutPageTest","checkoutPageTest()",""
"passed","Wed Jul 09 09:56:24 GMT 2025","Wed Jul 09 09:56:25 GMT 2025","1103","","api.CartTest","","api.CartTest","addToCartAsGuestTest","addToCartAsGuestTest()",""
"passed","Wed Jul 09 09:57:48 GMT 2025","Wed Jul 09 09:57:54 GMT 2025","6616","","ui.CartTest","","ui.CartTest","homePageTest","homePageTest()",""
"passed","Wed Jul 09 09:56:26 GMT 2025","Wed Jul 09 09:56:49 GMT 2025","23491","","ui.CartTest","","ui.CartTest","addItemToCartViaQuickShopButton","addItemToCartViaQuickShopButton()",""
"passed","Wed Jul 09 09:57:18 GMT 2025","Wed Jul 09 09:57:48 GMT 2025","29853","","ui.CartTest","","ui.CartTest","removeItemFromCartTest","removeItemFromCartTest()",""
"skipped","Wed Jul 09 09:56:26 GMT 2025","Wed Jul 09 09:56:26 GMT 2025","0","","api.CartTest","","api.CartTest","testItemsPriceWithDiscount","testItemsPriceWithDiscount()",""
"passed","Wed Jul 09 09:57:54 GMT 2025","Wed Jul 09 09:58:15 GMT 2025","20616","","ui.CartTest","","ui.CartTest","addItemToCart","addItemToCart()",""
