"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 15 13:01:32 GMT 2025","Tue Jul 15 13:02:29 GMT 2025","56999","","ui.CartTest","","ui.CartTest","removeItemFromCartTest","removeItemFromCartTest()",""
"passed","Tue Jul 15 13:08:30 GMT 2025","Tue Jul 15 13:08:34 GMT 2025","4882","","ui.HomePageTest","","ui.HomePageTest","isCategoriesTextVisible","isCategoriesTextVisible()",""
"passed","Tue Jul 15 12:57:35 GMT 2025","Tue Jul 15 12:57:40 GMT 2025","5114","","api.CartTest","","api.CartTest","testTotalOrderPriceWithDiscount","testTotalOrderPriceWithDiscount()",""
"passed","Tue Jul 15 13:07:25 GMT 2025","Tue Jul 15 13:08:25 GMT 2025","60169","","ui.CheckoutTest","","ui.CheckoutTest","checkOneQuantityItemTest","checkOneQuantityItemTest()",""
"passed","Tue Jul 15 13:08:25 GMT 2025","Tue Jul 15 13:08:30 GMT 2025","4307","","ui.HomePageTest","","ui.HomePageTest","homePageTest","homePageTest()",""
"passed","Tue Jul 15 13:06:25 GMT 2025","Tue Jul 15 13:07:25 GMT 2025","60045","","ui.CheckoutTest","","ui.CheckoutTest","checkSeveralQuantityItemTest","checkSeveralQuantityItemTest()",""
"passed","Tue Jul 15 12:58:48 GMT 2025","Tue Jul 15 12:59:40 GMT 2025","51575","","ui.CartTest","","ui.CartTest","addItemToCartViaQuickShopButton","addItemToCartViaQuickShopButton()",""
"passed","Tue Jul 15 13:02:29 GMT 2025","Tue Jul 15 13:03:19 GMT 2025","50429","","ui.CartTest","","ui.CartTest","addItemToCart","addItemToCart()",""
"passed","Tue Jul 15 13:03:19 GMT 2025","Tue Jul 15 13:04:21 GMT 2025","62090","","ui.CheckoutTest","","ui.CheckoutTest","fillCheckoutDataTest","fillCheckoutDataTest()",""
"passed","Tue Jul 15 12:57:40 GMT 2025","Tue Jul 15 12:57:41 GMT 2025","1126","","api.CartTest","","api.CartTest","removeAllItemsFromCart","removeAllItemsFromCart()",""
"passed","Tue Jul 15 13:04:21 GMT 2025","Tue Jul 15 13:05:24 GMT 2025","63118","","ui.CheckoutTest","","ui.CheckoutTest","removeItemTest","removeItemTest()",""
"passed","Tue Jul 15 13:05:24 GMT 2025","Tue Jul 15 13:06:25 GMT 2025","60609","","ui.CheckoutTest","","ui.CheckoutTest","checkoutPageTest","checkoutPageTest()",""
"passed","Tue Jul 15 12:57:43 GMT 2025","Tue Jul 15 12:58:48 GMT 2025","64842","","ui.CartTest","","ui.CartTest","editCartItemQuantity","editCartItemQuantity()",""
"passed","Tue Jul 15 13:00:36 GMT 2025","Tue Jul 15 13:01:32 GMT 2025","55297","","ui.CartTest","","ui.CartTest","orderSummaryTest","orderSummaryTest()",""
"passed","Tue Jul 15 13:08:34 GMT 2025","Tue Jul 15 13:08:43 GMT 2025","8544","","ui.RegisterTest","","ui.RegisterTest","newUserRegistrationTest","newUserRegistrationTest()",""
"passed","Tue Jul 15 12:57:42 GMT 2025","Tue Jul 15 12:57:43 GMT 2025","1146","","api.CartTest","","api.CartTest","editCartItems","editCartItems()",""
"passed","Tue Jul 15 12:57:41 GMT 2025","Tue Jul 15 12:57:42 GMT 2025","868","","api.CartTest","","api.CartTest","getCartItemsCountTest","getCartItemsCountTest()",""
"passed","Tue Jul 15 12:59:40 GMT 2025","Tue Jul 15 13:00:36 GMT 2025","56707","","ui.CartTest","","ui.CartTest","counterTest","counterTest()",""
